"","cond_A_cell1","cond_A_cell2","cond_A_cell3","cond_A_cell4","cond_A_cell5","cond_A_cell6","cond_A_cell7","cond_A_cell8","cond_A_cell9","cond_A_cell10","cond_A_cell11","cond_A_cell12","cond_A_cell13","cond_A_cell14","cond_A_cell15","cond_A_cell16","cond_A_cell17","cond_A_cell18","cond_A_cell19","cond_A_cell20","cond_A_cell21","cond_A_cell22","cond_A_cell23","cond_A_cell24","cond_A_cell25","cond_A_cell26","cond_A_cell27","cond_A_cell28","cond_A_cell29","cond_A_cell30","cond_A_cell31","cond_A_cell32","cond_A_cell33","cond_A_cell34","cond_A_cell35","cond_A_cell36","cond_A_cell37","cond_A_cell38","cond_A_cell39","cond_A_cell40","cond_A_cell41","cond_A_cell42","cond_A_cell43","cond_A_cell44","cond_A_cell45","cond_A_cell46","cond_B_cell1","cond_B_cell2","cond_B_cell3","cond_B_cell4","cond_B_cell5","cond_B_cell6","cond_B_cell7","cond_B_cell8","cond_B_cell9","cond_B_cell10","cond_B_cell11","cond_B_cell12","cond_B_cell13","cond_B_cell14","cond_B_cell15","cond_B_cell16","cond_B_cell17","cond_B_cell18","cond_B_cell19","cond_B_cell20","cond_B_cell21","cond_B_cell22","cond_B_cell23","cond_B_cell24","cond_B_cell25","cond_B_cell26","cond_B_cell27","cond_B_cell28","cond_B_cell29","cond_B_cell30","cond_B_cell31","cond_B_cell32","cond_B_cell33","cond_B_cell34","cond_B_cell35","cond_B_cell36","cond_B_cell37","cond_B_cell38","cond_B_cell39","cond_B_cell40","cond_B_cell41","cond_B_cell42","cond_B_cell43","cond_B_cell44","cond_B_cell45","cond_B_cell46","cond_B_cell47","cond_B_cell48","cond_B_cell49","cond_B_cell50","cond_B_cell51","cond_C_cell1","cond_C_cell2","cond_C_cell3","cond_C_cell4","cond_C_cell5","cond_C_cell6","cond_C_cell7","cond_C_cell8","cond_C_cell9","cond_C_cell10","cond_C_cell11","cond_C_cell12","cond_C_cell13","cond_C_cell14","cond_C_cell15","cond_C_cell16","cond_C_cell17","cond_C_cell18","cond_C_cell19","cond_C_cell20","cond_C_cell21","cond_C_cell22","cond_C_cell23","cond_C_cell24","cond_C_cell25","cond_C_cell26","cond_C_cell27","cond_C_cell28","cond_C_cell29","cond_C_cell30","cond_C_cell31","cond_C_cell32","cond_C_cell33","cond_D_cell1","cond_D_cell2","cond_D_cell3","cond_D_cell4","cond_D_cell5","cond_D_cell6","cond_D_cell7","cond_D_cell8","cond_D_cell9","cond_D_cell10","cond_D_cell11","cond_D_cell12","cond_D_cell13","cond_D_cell14","cond_D_cell15","cond_D_cell16","cond_D_cell17","cond_D_cell18","cond_D_cell19","cond_D_cell20","cond_D_cell21","cond_D_cell22","cond_D_cell23","cond_D_cell24","cond_D_cell25","cond_D_cell26","cond_D_cell27","cond_D_cell28","cond_D_cell29","cond_D_cell30","cond_D_cell31","cond_D_cell32","cond_D_cell33","cond_D_cell34","cond_D_cell35","cond_D_cell36","cond_D_cell37","cond_D_cell38","cond_D_cell39","cond_D_cell40","cond_D_cell41","cond_D_cell42","cond_D_cell43","cond_D_cell44","cond_D_cell45","cond_D_cell46","cond_D_cell47","cond_D_cell48","cond_D_cell49","cond_D_cell50","cond_D_cell51","cond_D_cell52","cond_D_cell53","cond_D_cell54","cond_D_cell55","cond_D_cell56","cond_D_cell57","cond_D_cell58","cond_D_cell59","cond_D_cell60","cond_D_cell61","cond_D_cell62","cond_D_cell63","cond_D_cell64","cond_D_cell65","cond_D_cell66","cond_D_cell67","cond_D_cell68","cond_D_cell69","cond_D_cell70","cond_D_cell71","cond_D_cell72","cond_D_cell73","cond_D_cell74","cond_D_cell75","cond_D_cell76","cond_D_cell77","cond_D_cell78","cond_D_cell79","cond_D_cell80","cond_D_cell81","cond_D_cell82","cond_D_cell83","cond_D_cell84","cond_D_cell85","cond_D_cell86","cond_E_cell1","cond_E_cell2","cond_E_cell3","cond_E_cell4","cond_E_cell5","cond_E_cell6","cond_E_cell7","cond_E_cell8","cond_E_cell9","cond_E_cell10","cond_E_cell11","cond_E_cell12","cond_E_cell13","cond_E_cell14","cond_E_cell15","cond_E_cell16","cond_E_cell17","cond_E_cell18","cond_E_cell19","cond_E_cell20","cond_E_cell21","cond_E_cell22","cond_E_cell23","cond_E_cell24","cond_E_cell25","cond_E_cell26","cond_E_cell27","cond_E_cell28","cond_E_cell29","cond_E_cell30","cond_E_cell31","cond_E_cell32","cond_E_cell33","cond_E_cell34","cond_E_cell35","cond_E_cell36","cond_E_cell37","cond_E_cell38","cond_E_cell39","cond_E_cell40","cond_E_cell41","cond_E_cell42","cond_E_cell43","cond_E_cell44","cond_E_cell45","cond_E_cell46","cond_E_cell47","cond_E_cell48","cond_E_cell49","cond_E_cell50","cond_E_cell51","cond_E_cell52","cond_E_cell53","cond_E_cell54","cond_E_cell55","cond_E_cell56","cond_E_cell57","cond_E_cell58","cond_E_cell59","cond_E_cell60","cond_E_cell61","cond_E_cell62","cond_E_cell63","cond_E_cell64","cond_E_cell65","cond_E_cell66","cond_E_cell67","cond_E_cell68","cond_E_cell69","cond_F_cell1","cond_F_cell2","cond_F_cell3","cond_F_cell4","cond_F_cell5","cond_F_cell6","cond_F_cell7","cond_F_cell8","cond_F_cell9","cond_F_cell10","cond_F_cell11","cond_F_cell12","cond_F_cell13","cond_F_cell14","cond_F_cell15","cond_F_cell16","cond_F_cell17","cond_F_cell18","cond_F_cell19","cond_F_cell20","cond_F_cell21","cond_F_cell22","cond_F_cell23","cond_F_cell24","cond_F_cell25","cond_F_cell26","cond_F_cell27","cond_F_cell28","cond_F_cell29","cond_F_cell30","cond_F_cell31","cond_F_cell32","cond_F_cell33","cond_F_cell34","cond_F_cell35","cond_F_cell36","cond_F_cell37","cond_F_cell38","cond_F_cell39","cond_F_cell40","cond_F_cell41","cond_F_cell42","cond_F_cell43","cond_F_cell44","cond_F_cell45","cond_F_cell46","cond_F_cell47","cond_F_cell48","cond_F_cell49","cond_F_cell50","cond_F_cell51","cond_F_cell52","cond_F_cell53","cond_F_cell54","cond_F_cell55","cond_F_cell56","cond_F_cell57","cond_F_cell58","cond_F_cell59","cond_F_cell60","cond_F_cell61","cond_F_cell62","cond_F_cell63","cond_F_cell64","cond_F_cell65","cond_F_cell66","cond_F_cell67","cond_F_cell68","cond_F_cell69","cond_F_cell70","cond_F_cell71","cond_F_cell72","cond_F_cell73","cond_F_cell74","cond_F_cell75","cond_F_cell76","cond_F_cell77","cond_F_cell78","cond_F_cell79","cond_F_cell80","cond_F_cell81","cond_F_cell82","cond_F_cell83","cond_F_cell84","cond_F_cell85","cond_F_cell86","cond_F_cell87","cond_F_cell88","cond_F_cell89","cond_F_cell90","cond_F_cell91","cond_F_cell92","cond_F_cell93","cond_F_cell94"
"gene_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,70,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10021,798,6434,9379,926,282,1225,1721,42466,34162,276,746,10948,2062,47262,3732,99,3017,5891,42,745,657,6622,0,2687,2603,78100,27431,672,308,70,13,40,1350,12213,928,55,36059,19419,2555,896,45,417,3856,18,36171,6454,1299,0,14325,12432,3970,13154,3,785,0,180,309,1952,8,1445,0,207,0,2,12556,0,139,1064,10885,248,12537,77,106,187,58,1831,1519,15,0,11029,43160,752,36082,258,18,19501,23473,39532,722,90125,8395,1279,44633,13843,16758,10287,4474,11540,10729,6222,25967,23395,13059,36212,1511,4035,3404,4140,12178,17865,5566,28307,5412,58623,5232,26682,10542,12,50751,2985,11380,26741,28199,110608,49970,40466,5168,16346,6878,10340,3962,8297,60906,12680,181697,222,14507,7172,132249,14361,25918,6587,46299,8551,22524,6596,4831,1116,55901,384,5255,19359,13416,44441,7108,74906,79925,8053,51465,14833,15010,221,10139,42237,43099,56417,27687,15529,32399,17948,23553,31173,91607,49959,137551,40140,9844,6971,241,14952,25625,75790,4141,11101,37037,22969,935,68699,24391,3338,1399,18633,28063,12371,25620,6203,36026,5513,1526,443,63403,73456,3475,12161,54348,40863,24372,31013,16368,90665,708,50519,15418,5170,18866,7872,19198,61451,18032,14458,8141,3879,17542,30352,32063,16374,6265,53648,6149,33455,93328,12043,52958,746,210564,101221,9963,179457,60193,14552,370,52476,42936,19320,8732,59374,53490,6771
"gene_12",0,9,0,0,0,0,21,38,0,65,0,4062,805,0,0,315,19,0,0,9,0,0,22,0,2,1,105,0,1,0,0,6,43,1,0,0,52,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,180,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,200,0,0,0,643,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,214,0,0,0,0,12,0,0,211,2,0,770,29,3,55,0,751,1371,0,58,0,1,0,32,0,321,513,0,0,0,0,2161,0,31,0,0,1,0,0,0,0,0,73,0,0,0,9580,8,36,0,125,4592,12758,5,0,0,0,2862,0,21600,34,36614,10756,0,60225,0,60,90,113,1,2,26,0,1301,0,0,96,4,264,5,1100,567,0,0,279,4194,0,0,0,0,0,5904,546,0,6,85,0,10651,7768,0,2309,157,0,0,568,444,0,0,37,0,1646,0,5042,0,13,1500,129,5,0,0,23999,115,0,367,0,2,0,732,1080,783,348,0,2,3,0,0,6515,1,0,0
"gene_13",0,0,0,0,0,0,30,0,0,0,214,0,0,0,0,0,0,12416,20,2831,0,0,0,0,0,1462,9,0,0,0,239,0,9,0,1043,0,0,0,0,0,0,0,0,0,0,0,0,4,6145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,4565,0,0,0,0,0,0,0,658,0,0,0,0,23,244,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4278,0,0,0,0,0,0,0,0,0,0,0,1,0,2665,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,1,0,0,75,0,14039,2984,18,1,1,1,0,0,34,3486,2,0,2,3099,0,0,0,99,135,0,3411,2591,0,74,28,6466,107,8,0,1768,0,0,1271,0,47,0,248,0,1,46,9,348,0,95,1,1,0,30395,0,10,11,1,0,2749,8769,30,72,4,8,0,11,0,22,59,0,0,0,22,0,0,0,0,0,0,77,2612,539,0,0,0,561,0,3,4573,0,0,0,1538
"gene_14",0,735,35,37,141,4772,128,522,0,71,102,0,15,95,1216,10,5584,0,0,6278,69,4,0,4,16,2318,0,0,294,0,5978,579,1,0,0,0,0,0,175,3341,0,808,16,0,0,0,0,20860,27,5618,0,0,8292,1445,2670,0,0,1945,4547,0,689,0,1891,0,54,0,324,0,3834,0,0,0,1,20,492,0,3,112,0,615,19663,0,171,772,30820,250,0,0,934,17,0,213,8,1231,0,0,4341,0,0,5034,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1148,703,4,2,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,0,0,0,0,0,0,0,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,43,0,0,0,15,0,188,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,288,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"gene_15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,12,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,2,0,0,0,0,6668,533,0,1,0,104,241,1232,0,0,0,0,40,0,0,0,0,0,0,0,0,0,1,0,0,0,64,2,0,0,37,0,0,0,26,9063,0,1795,731,0,0,13,0,0,8,1,0,0,0,0,0,3726,0,57,0,0,0,0,0,2875,0,0,1,0,0,0,0,4,2775,0,0,0
"gene_16",31,10,0,40,114,233,1,26,0,0,0,2800,7,236,0,218,1560,236,238,8,2,0,0,313,302,60,15,1243,0,2593,119,2901,0,113,1470,0,250,38,107,496,137,1479,241,128,227,0,177,132,7623,1090,2216,0,42,424,4149,532,4076,4,6,14,988,0,19,30,192,5503,57,23062,895,28,7,126,46,1690,4190,4461,2278,840,0,35,3054,1018,682,3,14,0,0,1269,0,24,0,8,223,1199,1319,4,8,0,316,13295,0,22,3914,53,14,0,732,70,0,2043,232,196,4676,10067,7447,1927,27,76,2140,72,3246,1,18,467,24,276,6345,1338,1179,0,147,910,2233,2698,754,1539,169,2375,2097,1667,40,270,361,7407,987,541,303,284,110,18,403,577,523,1208,2229,211,138,14562,11,1370,1193,4,168,107,246,14,886,15747,2113,3259,1715,261,755,4407,3506,818,4822,6351,1829,156,1125,174,49,33,4550,562,18768,5784,9288,111,3049,3450,6972,424,459,689,47,1534,414,206,190,1996,22,2,6337,3009,3386,621,191,335,2503,13,288,2914,501,1754,1670,3084,8536,2292,932,48,2550,2634,2698,270,2785,1526,779,2453,1147,500,1938,1994,4464,418,1939,12724,3731,9545,3219,2969,982,5047,41,3922,3600,8258,289,6888,1969,884,5588,1892,4714,1135,5513,60,756,4592,3483,126,1829,3317,2576,5297,2913,3256,803,8473,3295,3568,2564,460,2042,106,4837,108,2870,8170,11827,5112,318,688,8785,5444,8253,6660,5391,83,177,23996,1754,421,917,9929,3146,1749,2767,33751,8249,20009,1999,6356,17059,18006,3651,15520,25803,2106,24906,2196,4100,3590,10008,19166,10093,42723,8981,7873,14735,1899,8313,541,210,14410,1356,9247,13216,2465,25067,15704,101,25775,7908,13535,28571,9958,5615,28204,1035,13166,5026,3005,5463,10955,2540,18297,18945,28625,398,3452,4575,3402,16611,16250,30796,14900,14345,1090,1975,16691,7408,5620,2048,885,15164,8070,72514,5720,23536,8075,1173,21429,12597,7124,1635,29913,8864
"gene_17",1,0,0,0,3466,0,2,0,2,899,0,0,819,0,91,0,0,5110,0,1436,0,7315,0,0,0,0,0,106,352,0,0,0,5,89,1,0,89,0,3,55,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1289,0,0,0,0,0,0,0,0,0,0,0,1,145,0,0,0,211,0,0,0,3,2,80,0,0,1,0,0,6,0,0,0,0,0,0,11,102,0,0,0,0,293,0,0,500,1603,67,16,68,2,56,191,38,107,1304,1410,11063,284,1918,1484,116,57,8,4271,1610,1315,939,1064,97,803,1232,18771,78,31,2109,698,313,82,89,3954,262,1882,2784,685,82,90,2871,1657,1,129,87,281,45,0,5157,1182,33,18559,5921,2350,320,296,6957,9,462,3968,136,139,5287,12185,236,337,1,11682,2909,1751,3134,1410,10291,190,2272,361,1450,626,35,1441,247,14,267,12,261,24772,6641,871,4550,366,14215,10111,34568,3561,3311,6683,3507,10284,14014,3041,11085,2817,1236,2187,7599,14574,2428,5657,17651,11007,6883,25369,2363,6657,604,892,260,12762,12548,3930,3487,750,1759,20104,917,1419,17060,9559,65,1915,6630,6722,3499,5938,8174,5165,1517,18606,81,17818,5854,5630,20433,19276,10103,329,568,12142,5656,1734,2733,903,2977,15664,39872,18576,45,4199,1685,13106,45326,433,8115,69665,148,602,25032,17913,1219,5534,1994,51596,9534,2500,1720,13349,550,1634,18166,6420,891,70,10412,11533,1534,5118,4704,7202,1817,10195,1283,8347,37512,40871,72,4,27599,255,50249,1756,37308,5829,6,20930,121482,9599,13155,175,1254,24923,12142,116805,14828,692,1139,191,128,5353,4003,1755,4086,679,28,930,1486,165,13272,6508,2604,3287,15826,1730,74170,25372,27104,12243,43779,2710,15491,9748,4378,4908,64161,22269,4645,12090,6194
"gene_18",1033,0,40,0,0,16,0,0,200,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6508,162,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1151,0,0,0,58,0,223,0,0,1,0,0,0,0,2,4,1,0,36,0,0,0,238,0,1,0,0,0,5643,0,411,0,187,0,0,0,0,0,11347,5,76,0,0,0,0,0,0,124,0,5,293,1120,0,0,415,0,0,1,1,0,125,0,6484,0,0,10,0,0,2514,1007,0,0,0,1363,0,0,0,0,5,4801,7,250,157,6947,0,0,0,1347,2,1,0,4,0,0,330,32,6,1554,477,0,0,1094,0,4,0,0,0,10383,0,0,442,3,1190,4,0,0,0,0,0,0,0,0,38,0,0,3,36,25,8,0,0,0,0,27,1192,0,9716,1,0,8380,0,0,1736,0,0,0,0,344,0,0,0,0,4,0,23,6,0,0,0,1625,0,0,132,18,0,0,4,0,339,0,846,0
"gene_19",0,129,86,0,0,0,0,158,0,1,0,0,53,0,0,0,0,431,0,0,84,0,44,0,0,0,168,0,22,24,217,15,60,0,43,27,0,535,0,0,0,1,0,0,43,0,102,0,0,0,0,156,1,0,0,17039,1596,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,4,0,0,0,0,0,9,0,0,8,0,0,0,0,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,62,588,60,35,0,0,1367,845,0,0,0,0,13,0,9,0,0,4,0,269,0,1,0,2459,0,16,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,49,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,279,1,3,8,0,0,0,97,0,0,0,0,90,0,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,53,0,0,4,0,0,0,0,0,0,240,0,0,25,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0,173,0,0,0,1,0,0,0,0,0,2,48,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,316,0,0,0,0,175,248,0,1,0,0,0,0,0,0,57,0,0,0,0,0,129,0,0,0,0,0,49,0,0,0,0,2005,0,0,0,30,0,0,0,0,0,0,0,0,1073,0,0,0,0,0,0,0,0,17,0,18279,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,83,0,87,0
"gene_20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,1532,0,0,0,0,9551,0,0,7,83,936,1247,14047,0,0,0,0,5,0,0,0,525,0,12,1,0,0,0,384,0,0,2,0,0,13119,170,0,0,0,0,0,0,0,0,200,48,6,7,0,0,0,1472,4,31,12,1794,0,741,0,21,0,0,2226,0,0,0,3695,549,0,227,0,0,0,0,0,494,0,0,0,238,0,0,6166,188,0,56,0,26,0,0,22
"gene_21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,203,0,3,0,0,235,0,537,8,0,0,5630,1131,4,87,4184,7,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,22,0,0,0,80,0,0,0,0,0,117,0,82,129,9418,77766,38355,8645,506,1242,58308,23996,128,88,7525,5246,44,796,15812,33878,0,3,761,18507,21,4953,2722,493,18684,82,5026,1203,2762,887,1437,5913,234,821,1471,2595,0,3,0,0,5,4554,15,531,239,941,21242,0,0,98,67,9426,0,9362,0,46,10,466,4,287,508,396,311,5407,951,47,1514,0,5,1019,543,206,38,1,4221,909,456,2060,0,200,135,0,15,0,376,222,397,146,8197,80,118,0,0,31,4,3132,5,0,441,2,2,2356,0,963,0,17156,0,6072,81,116,15,81,12,433,665,340,307,12498,34,76,12049,711,2350,6033,15439,8955,3101,901,1490,2722,138,493,189,9542,2679,3631,31812,38,35963,5750,4028,283,243,3704,6321,10014,1,36200,23626,2,22820,421,553,1062,323,1114,95524,22310,334,4519,139,4704,16258,224,969,337,39304,941,723,3901,15451,58,5172,12206,10,246,6189,461,593,9979,42719,2537,1,2610,4149,42,379,6,549,841,866,2387,421,13529,42,73,19999,0,4,4070,38,464,2,105,376,4168,59,780,1529,0,3079,2177,0,101,173,954,23,30,9900,204,832,148,17553,3575,132,21454,495,50,6,26,62,1341,1006,1060,847,203,4160,46475,8491,11656,2,8583,25819,10211,3439,124,86054,15,3840,36,3133,0,14157,5735,279,670,26312,7641,87,0,428,39,8,5,0,84,1474,0,0,14562,3695,606,357,52924,1,1,9,4140,11265,14
"gene_22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,7,0,0,0,0,848,0,0,784,0,1,0,0,0,0,0,3,56,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,1269,0,50,0,0,4,0,0,0,0,0,0,0,701,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,308,0,0,0,0,1,0,10645,348,10,37704,3,119,20,71598,22,2,9,2672,6,14,4192,74,1120,135,1,14237,1983,14311,10411,95,159,8,5923,1053,77,9,29,715,2,1633,6173,528,57634,3,5,7366,13,25,5356,109,219,3090,6676,4539,78066,4878,580,29771,3950,133,919,456,299,61,643,45,10290,292,1369,0,806,176,1,2196,55,38,0,1,4,0,6002,1417,1045,50,1,3,108,5199,0,26,819,2,6656,0,1,69,128,2,0,33,417,398,4929,3,4692,73,0,0,0,1260,197,0,0,11,0,48916,27,710,0,1164,526,242,4703,2,2004,2070,28,1673,963,3438,0,50,24,529,1709,2,5834,4289,4249,28815,123,1777,0,2,822,5,0,0,0,0,5,9,0,60,541,0,0,34,2177,207,513,1608,226,59,288,0,1312,45,376
